sku,brand,category_id,category_name,reviews_count,rating_raw,rating_smoothed,base_score,final_score__soft,final_score__balanced,final_score__strict,final_score__very_strict
Maxcom MM35D,Maxcom,314,Смартфони,70,4.428571428571429,4.4390973177066275,4.4390973177066275,4.291192147233108,4.060074227270373,3.556510792725007,2.9955811699602073
Maxcom MM426,Maxcom,314,Смартфони,18,3.111111111111111,3.829441015620962,3.829441015620962,3.659955644749147,3.4049697324927117,2.8767802605229216,2.3026703037639518
Mimi Friends Зефірка,Mimifriends,76,Портативні колонки,12,4.916666666666667,4.667783391915641,4.667783391915641,4.581388916443046,4.44518820152149,4.11320542016502,3.9274931585411696
Miniphone SERVO B25,Servo,314,Смартфони,4,3.0,4.229948274733189,4.229948274733189,4.133488663104923,4.000208603733783,3.7582241966318795,3.749115663526337
Motorola Edge 50 Fusion 8/128GB,Motorola,314,Смартфони,140,4.7,4.671992241209979,4.671992241209979,4.603893524888579,4.492604590878985,4.202802938974284,3.870847579067554
Motorola Edge 50 Fusion 8/256GB,Motorola,314,Смартфони,140,4.7,4.671992241209979,4.671992241209979,4.603893524888579,4.492604590878985,4.202802938974284,3.870847579067554
Motorola Edge 60 12/256GB,Motorola,314,Смартфони,18,4.777777777777778,4.618914699831488,4.618914699831488,4.504118841536236,4.325372765535651,3.915915904754895,3.461354709889066
Motorola Edge 60 Fusion 8/256GB,Motorola,314,Смартфони,36,4.833333333333333,4.705692117742795,4.705692117742795,4.675198148351442,4.622063854282661,4.45706874394106,4.2604767369957095
Motorola Edge 60 Pro 12/512GB,Motorola,314,Смартфони,34,4.588235294117647,4.546643677659196,4.546643677659196,4.485077698915987,4.381762552079478,4.104751251255251,3.7809529357582297
Motorola Edge 60 Pro 8/256GB,Motorola,314,Смартфони,34,4.588235294117647,4.546643677659196,4.546643677659196,4.485077698915987,4.381762552079478,4.104751251255251,3.7809529357582297
Motorola Edge 70 12/512GB PANTONE,Motorola,314,Смартфони,1,5.0,4.50089326636174,4.50089326636174,4.50089326636174,4.50089326636174,4.50089326636174,4.50089326636174
Motorola G06 4/256GB PANTONE,Motorola,314,Смартфони,70,4.628571428571429,4.594652873262183,4.594652873262183,4.484531389431048,4.319229929260645,3.9494178798375223,3.5500133117356842
Motorola G06 4/64GB PANTONE,Motorola,314,Смартфони,35,4.628571428571429,4.573068338065393,4.573068338065393,4.462946854234257,4.297645394063855,3.9278333446407316,3.5284287765388935
Motorola G86 5G 8/256GB,Motorola,314,Смартфони,48,4.416666666666667,4.434099391082302,4.434099391082302,4.351027780050961,4.227403857144877,3.9349792165067425,3.624406948328974
Motorola Moto G06 Power 4/256GB,Motorola,314,Смартфони,24,4.333333333333333,4.398153604399921,4.398153604399921,4.3536922765207775,4.27744057941975,4.057804318653702,3.797498832157068
Motorola Moto G57 Power 8/256GB,Motorola,314,Смартфони,6,4.833333333333333,4.558413792061406,4.558413792061406,4.506577106777849,4.424856677824915,4.225667009011032,4.18826867537417
Nokia 105 DS 2023,Nokia,314,Смартфони,29,3.7241379310344827,4.030995073338705,4.030995073338705,3.9198287302280668,3.7661610672479395,3.4406915281950656,3.113349618500221
Nokia 105 DS 2024,Nokia,314,Смартфони,26,4.230769230769231,4.337364317252099,4.337364317252099,4.193565477268158,4.001806020291877,3.622476352608943,3.249298547733381
Nokia 105 SS 2023,Nokia,314,Смартфони,93,3.860215053763441,3.969192553925633,3.969192553925633,3.878427272527574,3.7409969565241283,3.418510261393786,3.0695438337038556
Nokia 106 DS 2023,Nokia,314,Смартфони,22,3.4545454545454546,3.940922823657061,3.940922823657061,3.765353301240896,3.5200271137797565,3.0391874918759756,2.543006589705611
Nokia 110 DS 2024,Nokia,314,Смартфони,2,4.0,4.4326708451634795,4.4326708451634795,4.4326708451634795,4.4326708451634795,4.4326708451634795,4.4326708451634795
Nokia 130 DS 2023,Nokia,314,Смартфони,64,3.875,4.018080459447578,4.018080459447578,3.902217250121597,3.72897194646972,3.344070047900746,2.9294421413147034
Nokia 150 DS 2023,Nokia,314,Смартфони,141,3.9574468085106385,4.021855643438489,4.021855643438489,3.921582719284495,3.7781881714827232,3.4610967269330946,3.1335173927013034
Nokia 215 4G (2024),Nokia,314,Смартфони,15,3.2666666666666666,3.957678816959901,3.957678816959901,3.770635279656824,3.5220710222359686,3.0574340756737994,2.5957912379807193
Nokia 235 4G (2024),Nokia,314,Смартфони,38,2.8947368421052633,3.43997859644132,3.43997859644132,3.362018585727792,3.2476426296971894,2.976569873257247,2.6933606204325504
Nomi i1880,Nomi,314,Смартфони,16,2.5,3.5977432942665706,3.5977432942665706,3.5400333998910276,3.455644866156221,3.2477492642284114,3.0342675780085404
Nomi i2403,Nomi,314,Смартфони,9,2.6666666666666665,3.9144399515033292,3.9144399515033292,3.7805051706192607,3.615464525995605,3.309220177676339,3.325542676929911
Nomi i2440,Nomi,314,Смартфони,10,3.4,4.117291953119885,4.117291953119885,4.023322437672843,3.8965352072860906,3.6223419290537566,3.610449878219933
Nubia Neo 3 5G 8/256GB,Nubia,314,Смартфони,26,4.3076923076923075,4.380842578121664,4.380842578121664,4.3066367578143385,4.201881205678464,3.9579838118934325,3.714047718651838
Nubia Neo 3 GT 5G 12/256GB,Nubia,314,Смартфони,20,4.2,4.337968964839914,4.337968964839914,4.23930097362052,4.09513654442274,3.768776437163866,3.4256532300199996
Nubia V70 8/256GB,Nubia,314,Смартфони,12,5.0,4.672461206049892,4.672461206049892,4.586066730577297,4.449866015655741,4.117883234299271,3.9321709726754204
Nubia V70 Design 8/256GB,Nubia,314,Смартфони,20,4.65,4.562968964839913,4.562968964839913,4.459602497848167,4.29806086983936,3.9195339335539465,3.4986006075500136
Nubia V70 Max 6/128GB,Nubia,314,Смартфони,25,4.68,4.589305746524368,4.589305746524368,4.4468367904047525,4.2310129331177295,3.765590547667248,3.257963686796666
OPPO Reno 12 FS 8/512GB,OPPO,314,Смартфони,1,5.0,4.50089326636174,4.50089326636174,4.50089326636174,4.50089326636174,4.50089326636174,4.50089326636174
OPPO Reno13 12/256GB,OPPO,314,Смартфони,1,5.0,4.50089326636174,4.50089326636174,4.50089326636174,4.50089326636174,4.50089326636174,4.50089326636174
OSCAL Pad 50,Oscal,225,Планшети,2,3.0,4.407140714071407,4.407140714071407,4.364269775569956,4.315244845671645,4.235604685670931,4.2468631770024565
OnePlus Nord 3 5G (CPH2493) 16/256GB,OnePlus,314,Смартфони,3,5.0,4.544293851895501,4.544293851895501,4.544293851895501,4.544293851895501,4.544293851895501,4.544293851895501
OnePlus Nord 3 5G (CPH2493) 8/128GB,OnePlus,314,Смартфони,6,4.833333333333333,4.558413792061406,4.558413792061406,4.558413792061406,4.558413792061406,4.558413792061406,4.558413792061406
OnePlus Nord 4 16/512GB,OnePlus,314,Смартфони,2,4.0,4.4326708451634795,4.4326708451634795,4.4326708451634795,4.4326708451634795,4.4326708451634795,4.4326708451634795
Oscal Pad 100 LTE 8/256GB,Oscal,225,Планшети,6,3.6666666666666665,4.344503681137344,4.344503681137344,4.2926669958537875,4.210946566900854,4.011756898086971,3.9743585644501085
Oscal Pad 13 LTE 8/256GB,Oscal,225,Планшети,57,4.245614035087719,4.324118126098324,4.324118126098324,4.2534262818838044,4.144829591310242,3.875237478543971,3.5820734966662213
Oscal Pad 50 Wi-Fi 2/64GB,Oscal,225,Планшети,3,1.0,4.0850911178074325,4.0850911178074325,4.00178073828804,3.911575634415801,3.7793105719510174,3.807482280292006
Oscal Pad 70 Wi-Fi 4/128GB,Oscal,225,Планшети,12,3.0833333333333335,3.9986592409240926,3.9986592409240926,3.9541422668273283,3.8799438310145153,3.6693627315346933,3.5406280273669894
Oukitel RT6 8/256GB 4G Dual Sim,Oukitel,225,Планшети,9,4.888888888888889,4.653692955502446,4.653692955502446,4.55037668303672,4.389505214636193,4.0209940399335125,3.9591569615369933
Oukitel RT7 12Gb/512Gb 32000mAh,Oukitel,225,Планшети,1,5.0,4.569385509979569,4.569385509979569,4.569385509979569,4.569385509979569,4.569385509979569,4.569385509979569
Oukitel RT7 8Gb/256Gb 32000mAh,Oukitel,225,Планшети,1,5.0,4.569385509979569,4.569385509979569,4.569385509979569,4.569385509979569,4.569385509979569,4.569385509979569
Oukitel WP19pro 8/256GB,Oukitel,314,Смартфони,1,5.0,4.50089326636174,4.50089326636174,4.50089326636174,4.50089326636174,4.50089326636174,4.50089326636174
Panasonic KX-TU110,Panasonic,314,Смартфони,34,4.411764705882353,4.435532566548084,4.435532566548084,4.313965864818062,4.124969921942841,3.6973072938644163,3.2228544413664197
Panasonic KX-TU550,Panasonic,314,Смартфони,2,5.0,4.52357993607257,4.52357993607257,4.52357993607257,4.52357993607257,4.52357993607257,4.52357993607257
Pixus Combo LTE 8/256GB,Pixus,225,Планшети,9,4.111111111111111,4.412313645157619,4.412313645157619,4.314163186315179,4.1721429716428435,3.858702094034802,3.824629342571466
Pixus Titan LTE 8/256GB,Pixus,225,Планшети,33,4.0606060606060606,4.244473503954169,4.244473503954169,4.122583807749759,3.940173826634067,3.537465498902795,3.1030796785094474
Poco C85 6/128GB,Poco,314,Смартфони,14,5.0,4.69172819392931,4.69172819392931,4.617351823886102,4.4989741483332875,4.2005880716735,3.920680668990487
Poco C85 8/256GB,Poco,314,Смартфони,21,4.714285714285714,4.598018502282843,4.598018502282843,4.384776460834972,4.0757990701417715,3.4810028953528143,2.849157981962961
Poco F8 Pro 12/256GB,Poco,314,Смартфони,6,5.0,4.596875330522944,4.596875330522944,4.596875330522944,4.596875330522944,4.596875330522944,4.596875330522944
Poco M8 5G 8/256GB,Poco,314,Смартфони,12,4.75,4.578711206049892,4.578711206049892,4.578711206049892,4.578711206049892,4.578711206049892,4.578711206049892
Poco M8 5G 8/512GB,Poco,314,Смартфони,12,4.75,4.578711206049892,4.578711206049892,4.578711206049892,4.578711206049892,4.578711206049892,4.578711206049892
REAL-EL X-747 Black,Real-El,76,Портативні колонки,13,4.6923076923076925,4.586941470948501,4.586941470948501,4.586941470948501,4.586941470948501,4.586941470948501,4.586941470948501
Realme 15T 12/256GB,realme,314,Смартфони,8,4.25,4.411384235485591,4.411384235485591,4.411384235485591,4.411384235485591,4.411384235485591,4.411384235485591
Realme 15T 8/256GB,realme,314,Смартфони,4,5.0,4.563281608066523,4.563281608066523,4.563281608066523,4.563281608066523,4.563281608066523,4.563281608066523
Realme C71 6/128GB,realme,314,Смартфони,62,4.67741935483871,4.628277543824348,4.628277543824348,4.545852399392082,4.418440100609971,4.109061183061504,3.769351067917321
Realme C71 8/256GB,realme,314,Смартфони,62,4.67741935483871,4.628277543824348,4.628277543824348,4.545852399392082,4.418440100609971,4.109061183061504,3.769351067917321
Realme C75 8/128GB,realme,314,Смартфони,24,4.541666666666667,4.511789968036285,4.511789968036285,4.466382654457585,4.388508580822493,4.164199208125252,3.898355307022308
Realme C75 8/256GB,realme,314,Смартфони,24,4.541666666666667,4.511789968036285,4.511789968036285,4.466382654457585,4.388508580822493,4.164199208125252,3.898355307022308
Realme Note 70 4/128GB,realme,314,Смартфони,4,5.0,4.563281608066523,4.563281608066523,4.563281608066523,4.563281608066523,4.563281608066523,4.563281608066523
Reca AST-311B,RECA,76,Портативні колонки,5,3.6,4.334762741652021,4.334762741652021,4.247086083541204,4.142582832214992,3.9596607661161456,3.9763712734996046
Reca AST-311BL,RECA,76,Портативні колонки,5,3.6,4.334762741652021,4.334762741652021,4.247086083541204,4.142582832214992,3.9596607661161456,3.9763712734996046
Reca AST-311R 3Втx2 5.0,RECA,76,Портативні колонки,10,3.6,4.2123022847100176,4.2123022847100176,4.036948968488383,3.8279424658359593,3.4620983336382665,3.495519348405185
"S&O LAB G1200 BYD, 1200Вт, Wi-fi App, 1024 Вт⋅год, LiFePO4",S&O LAB,4,Зарядні станції,30,4.533333333333333,4.540594193112762,4.540594193112762,4.455528863416668,4.324358865301301,4.0081993402321645,3.661499540980577
Samsung Galaxy A07 4/128GB,Samsung,314,Смартфони,204,4.470588235294118,4.471065886578557,4.471065886578557,4.351098746713403,4.167897590654391,3.7569131771345736,3.3068948864041587
Samsung Galaxy A16 4/128GB,Samsung,314,Смартфони,210,4.642857142857143,4.628342428667811,4.628342428667811,4.55551733719979,4.440717017499254,4.152761955663299,3.8321178416901693
Samsung Galaxy A17 4/128GB,Samsung,314,Смартфони,108,4.638888888888889,4.613427801512473,4.613427801512473,4.460769814271333,4.231485289762146,3.748009623241474,3.223439564721165
Samsung Galaxy A17 8/256GB,Samsung,314,Смартфони,108,4.638888888888889,4.613427801512473,4.613427801512473,4.460769814271333,4.231485289762146,3.748009623241474,3.223439564721165
Samsung Galaxy A26 5G 6/128GB,Samsung,314,Смартфони,75,4.68,4.637039564143121,4.637039564143121,4.537582228993973,4.3860832954792635,4.035576294897962,3.6535632020072537
Samsung Galaxy A26 5G 8/256GB,Samsung,314,Смартфони,201,4.776119402985074,4.748953658794555,4.748953658794555,4.628324135584869,4.440850665280342,4.017976936544895,3.5489062582346227
Samsung Galaxy A36 5G 6/128GB,Samsung,314,Смартфони,188,4.595744680851064,4.584224800930753,4.584224800930753,4.478611033653508,4.320553599861618,3.96248349758997,3.577323123321951
Samsung Galaxy A36 5G 8/256GB,Samsung,314,Смартфони,284,4.704225352112676,4.689206442742094,4.689206442742094,4.582965318997351,4.42016638724057,4.046410657763661,3.6367152910846836
Samsung Galaxy A56 5G 8/128GB,Samsung,314,Смартфони,272,4.720588235294118,4.703831365046563,4.703831365046563,4.629026705637746,4.510197515565254,4.212561735255877,3.878780057190899
Samsung Galaxy A56 5G 8/256GB,Samsung,314,Смартфони,272,4.720588235294118,4.703831365046563,4.703831365046563,4.629026705637746,4.510197515565254,4.212561735255877,3.878780057190899
Samsung Galaxy Flip 7 12/256GB,Samsung,314,Смартфони,7,4.428571428571429,4.463657725688761,4.463657725688761,4.411594266658516,4.328729893771545,4.119859640109694,4.078133963219349
Samsung Galaxy Flip 7 12/512GB,Samsung,314,Смартфони,7,4.428571428571429,4.463657725688761,4.463657725688761,4.411594266658516,4.328729893771545,4.119859640109694,4.078133963219349
Samsung Galaxy Flip 7 FE 8/128GB,Samsung,314,Смартфони,4,4.75,4.521614941399856,4.521614941399856,4.521614941399856,4.521614941399856,4.521614941399856,4.521614941399856
Samsung Galaxy Fold 7 12/256GB,Samsung,314,Смартфони,21,4.571428571428571,4.5248477705755255,4.5248477705755255,4.5248477705755255,4.5248477705755255,4.5248477705755255,4.5248477705755255
Samsung Galaxy S25 12/256GB,Samsung,314,Смартфони,207,4.6521739130434785,4.636646513628179,4.636646513628179,4.561737503532806,4.443780268065407,4.1488499284848785,3.820638285584587
Samsung Galaxy S25 12/512GB,Samsung,314,Смартфони,276,4.6521739130434785,4.640266076329718,4.640266076329718,4.565357066234345,4.447399830766946,4.152469491186418,3.824257848286126
Samsung Galaxy S25 FE 5G 8/128GB,Samsung,314,Смартфони,34,4.764705882352941,4.657754788770307,4.657754788770307,4.626579546150673,4.5714851259057285,4.400679545243622,4.194083740906729
Samsung Galaxy S25 FE 5G 8/256GB,Samsung,314,Смартфони,148,4.783783783783784,4.747135467819027,4.747135467819027,4.7182359184936615,4.666738901539457,4.504187474146088,4.306421903287036
Samsung Galaxy S25 FE 5G 8/512GB,Samsung,314,Смартфони,148,4.783783783783784,4.747135467819027,4.747135467819027,4.7182359184936615,4.666738901539457,4.504187474146088,4.306421903287036
Samsung Galaxy S25 Ultra 12/256GB,Samsung,314,Смартфони,207,4.6521739130434785,4.636646513628179,4.636646513628179,4.561737503532806,4.443780268065407,4.1488499284848785,3.820638285584587
Samsung Galaxy S25 Ultra 12/512GB,Samsung,314,Смартфони,207,4.6521739130434785,4.636646513628179,4.636646513628179,4.561737503532806,4.443780268065407,4.1488499284848785,3.820638285584587
Samsung Galaxy S25 Ultra 12GB/1TB,Samsung,314,Смартфони,138,4.6521739130434785,4.629865560718965,4.629865560718965,4.554956550623592,4.436999315156193,4.142068975575665,3.813857332675373
Samsung Galaxy Tab A11 LTE 4/64GB,Samsung,225,Планшети,7,4.285714285714286,4.479892433687813,4.479892433687813,4.43129987192625,4.361830580760249,4.196764598505052,4.180040618433826
Samsung Galaxy Tab A11 Plus 5G 8/256GB,Samsung,225,Планшети,8,4.875,4.641324846770392,4.641324846770392,4.589001209203233,4.504910355784456,4.286664229665057,4.240631004098015
Samsung Galaxy Tab A11 Plus Wi-Fi 8/256GB,Samsung,225,Планшети,5,4.6,4.558283828382837,4.558283828382837,4.558283828382837,4.558283828382837,4.558283828382837,4.558283828382837
Samsung Galaxy Tab A11 Wi-Fi 4/64GB,Samsung,225,Планшети,28,4.535714285714286,4.540772827282729,4.540772827282729,4.485327424916111,4.395079758639692,4.152782160673465,3.877142719125631
Samsung Galaxy Tab Active5 Wi-Fi 6/128GB,Samsung,225,Планшети,1,5.0,4.569385509979569,4.569385509979569,4.569385509979569,4.569385509979569,4.569385509979569,4.569385509979569
Samsung Galaxy Tab S10 FE 5G 8/128GB,Samsung,225,Планшети,11,5.0,4.70829340998616,4.70829340998616,4.614208032508252,4.466552305205475,4.113369958131878,3.9834109743770845
Samsung Galaxy Tab S10 FE Wi-Fi 8/128GB,Samsung,225,Планшети,36,4.888888888888889,4.767090994813768,4.767090994813768,4.680696519341173,4.544495804419617,4.212513023063146,3.8417282030956783
Samsung Galaxy Tab S10 FE+ 5G 8/128GB,Samsung,225,Планшети,3,5.0,4.606830248242216,4.606830248242216,4.606830248242216,4.606830248242216,4.606830248242216,4.606830248242216
Samsung Galaxy Tab S10 FE+ Wi-Fi 8/128GB,Samsung,225,Планшети,4,5.0,4.623212321232123,4.623212321232123,4.623212321232123,4.623212321232123,4.623212321232123,4.623212321232123
Samsung Galaxy Tab S10 Lite 5G 6/128GB,Samsung,225,Планшети,8,5.0,4.677039132484677,4.677039132484677,4.677039132484677,4.677039132484677,4.677039132484677,4.677039132484677
Samsung Galaxy Tab S10 Lite Wi-Fi 6/128GB,Samsung,225,Планшети,6,3.5,4.306042142675806,4.306042142675806,4.201870646432641,4.040286208891162,3.7008223688488155,3.65171183759423
Samsung Galaxy Tab S11 5G 12/256GB,Samsung,225,Планшети,1,4.0,4.521766462360522,4.521766462360522,4.521766462360522,4.521766462360522,4.521766462360522,4.521766462360522
Sigma mobile Comfort 50 Easy,Sigma mobile,314,Смартфони,78,3.076923076923077,3.3624363121795566,3.3624363121795566,3.19959612890181,2.980553628334717,2.555514712972108,2.1314304177737244
Sigma mobile Comfort 50 HIT2020,Sigma mobile,314,Смартфони,268,3.1641791044776117,3.2552734673388763,3.2552734673388763,3.097591101242115,2.8760153087558584,2.4309254560317735,1.9709189812698356
Sigma mobile Comfort 50 Optima,Sigma mobile,314,Смартфони,30,3.6,3.9503751718719315,3.9503751718719315,3.8983395881844394,3.8151309527819164,3.5911754121660615,3.341109676012824
Sigma mobile Comfort 50 Shell DUO,Sigma mobile,314,Смартфони,64,3.375,3.6371280784951967,3.6371280784951967,3.4931440391093194,3.2859115879154017,2.860060981675077,2.412094743165722
Sigma mobile Tab A1035 Basic LTE 6/128GB,Sigma mobile,225,Планшети,1,3.0,4.474147414741474,4.474147414741474,4.434147414741474,4.394147414741474,4.3441474147414745,4.360814081408141
Sigma mobile X-Style 31 Power,Sigma mobile,314,Смартфони,138,3.4782608695652173,3.6045491050227625,3.6045491050227625,3.4846064637431486,3.313469695037648,2.9460742750346176,2.5650630400830163
Sigma mobile X-Style 34 NRG,Sigma mobile,314,Смартфони,64,4.03125,4.137128078495198,4.137128078495198,4.045690419688249,3.9143769343867567,3.6163386240145323,3.308991286126328
Sigma mobile X-style 171 Mini,Sigma mobile,314,Смартфони,24,3.1666666666666665,3.7617899680362847,3.7617899680362847,3.682595032186406,3.5577443768416463,3.253426827264881,2.9135407422947024
Sigma mobile X-style 18 Track,Sigma mobile,314,Смартфони,272,3.176470588235294,3.265475200663002,3.265475200663002,3.1301092914573965,2.9388365671499437,2.5404737738181966,2.1289977999405147
Sigma mobile X-style 242 LUCKY,Sigma mobile,314,Смартфони,10,3.6,4.1839586197865515,4.1839586197865515,4.0805921527948055,3.919050524785998,3.5405235885005846,3.4743797149266182
Sigma mobile X-style 281 Clik,Sigma mobile,314,Смартфони,6,5.0,4.596875330522944,4.596875330522944,4.4361093111425,4.183343922724012,3.6963111814204437,3.635210108109239
Sigma mobile X-style 310 Force,Sigma mobile,314,Смартфони,38,4.052631578947368,4.198599286096492,4.198599286096492,4.062473746800445,3.851286517129454,3.3847097455371613,2.8675273714175953
Sigma mobile X-style 341 Bro,Sigma mobile,314,Смартфони,32,4.4375,4.452283819107626,4.452283819107626,4.263558130607287,3.984603731277224,3.426103854141292,2.825669536790672
Sigma mobile X-style 353 Trend,Sigma mobile,314,Смартфони,50,3.92,4.078839408479951,4.078839408479951,3.9181774730294383,3.68015279407075,3.1864133404471655,2.655574879307668
Sigma mobile X-treme PA68,Sigma mobile,314,Смартфони,5,4.6,4.500750343743862,4.500750343743862,4.449067110247989,4.368296296243585,4.179032828100878,4.145960891313895
Sigma mobile X-treme PK68,Sigma mobile,314,Смартфони,30,4.1,4.250375171871931,4.250375171871931,4.1186935106283045,3.922470971344691,3.498460247089753,3.0418322352620524
Sigma mobile X-treme PQ55,Sigma mobile,314,Смартфони,15,3.933333333333333,4.243393102674188,4.243393102674188,4.075561247615756,3.8152307649100394,3.2683168003973697,2.662094865393713
Sigma mobile X-treme PQ57 6/256GB,Sigma mobile,314,Смартфони,13,4.0,4.288447230108986,4.288447230108986,4.20853326977802,4.081953338828371,3.7680056716742394,3.5327463893765163
Sigma mobile X-treme PQ58 12/256GB,Sigma mobile,314,Смартфони,10,2.9,3.9506252864532185,3.9506252864532185,3.8017365632164926,3.5842145111298738,3.129972482990174,3.081572161878355
Sigma mobile X-treme PR68,Sigma mobile,314,Смартфони,5,3.4,4.260750343743862,4.260750343743862,4.147090087595778,4.0215160136022305,3.8301775188954292,3.865706042430705
Sigma mobile X-treme PV68,Sigma mobile,314,Смартфони,6,4.0,4.366106099753713,4.366106099753713,4.366106099753713,4.366106099753713,4.366106099753713,4.366106099753713
Sigma mobile X-treme PV69,Sigma mobile,314,Смартфони,6,4.0,4.366106099753713,4.366106099753713,4.366106099753713,4.366106099753713,4.366106099753713,4.366106099753713
Sony SRS-XB13,Sony,76,Портативні колонки,38,4.578947368421052,4.558087388643113,4.558087388643113,4.558087388643113,4.558087388643113,4.558087388643113,4.558087388643113
T & G 117,T&G,76,Портативні колонки,54,3.740740740740741,3.950933358666223,3.950933358666223,3.8363855161142015,3.6540969020999503,3.232203880675107,2.75654691130398
Teclast M50 (8/128) LTE,Teclast,225,Планшети,4,5.0,4.623212321232123,4.623212321232123,4.577982323504115,4.507755379039495,4.350893223151054,4.325712321232123
Teclast P50AI (6/128) WiFi,Teclast,225,Планшети,7,5.0,4.665077618872999,4.665077618872999,4.613014159842754,4.530149786955783,4.321279533293932,4.279553856403588
Teclast T65 Plus (8/256) LTE,Teclast,225,Планшети,1,5.0,4.569385509979569,4.569385509979569,4.569385509979569,4.569385509979569,4.569385509979569,4.569385509979569
Tecno Spark 40 (KM5n) 8/256GB,Tecno,314,Смартфони,1,5.0,4.50089326636174,4.50089326636174,4.50089326636174,4.50089326636174,4.50089326636174,4.50089326636174
Tecno Spark 40C (KM4k) 4/128GB,Tecno,314,Смартфони,6,5.0,4.596875330522944,4.596875330522944,4.596875330522944,4.596875330522944,4.596875330522944,4.596875330522944
Tecno Spark Go 2 (KM4) 3/64GB,Tecno,314,Смартфони,1,5.0,4.50089326636174,4.50089326636174,4.50089326636174,4.50089326636174,4.50089326636174,4.50089326636174
Tronsmart Element Splash1 Speaker,Tronsmart,76,Портативні колонки,9,4.666666666666667,4.564450639355191,4.564450639355191,4.564450639355191,4.564450639355191,4.564450639355191,4.564450639355191
Ulefone Armor 24 12/256GB,Ulefone,314,Смартфони,20,4.35,4.412968964839914,4.412968964839914,4.33680817776817,4.22005854802582,3.9340126009581615,3.6228803622136008
Ulefone Armor MINI 3 (IP68),Ulefone,314,Смартфони,3,5.0,4.544293851895501,4.544293851895501,4.492208103773919,4.41141588500318,4.241683964982006,4.2171286993547135
V-TAC VT-303N / 300 Вт / 288 Вт⋅год / LiFePO4 (YT38057),V-TAC,4,Зарядні станції,7,4.285714285714286,4.482581839097707,4.482581839097707,4.482581839097707,4.482581839097707,4.482581839097707,4.482581839097707
Xiaomi 15 12/256GB,Xiaomi,314,Смартфони,13,4.076923076923077,4.318750260412017,4.318750260412017,4.275925429427564,4.200150663796528,3.9753868836872064,3.784389071381713
Xiaomi 15T 12/256GB,Xiaomi,314,Смартфони,27,4.592592592592593,4.542952310502055,4.542952310502055,4.39175305000742,4.162249469162998,3.6726971854668644,3.1377717749301413
Xiaomi 15T 12/512GB,Xiaomi,314,Смартфони,27,4.592592592592593,4.542952310502055,4.542952310502055,4.39175305000742,4.162249469162998,3.6726971854668644,3.1377717749301413
Xiaomi 15T Pro 12/256GB,Xiaomi,314,Смартфони,54,4.851851851851852,4.750253494508061,4.750253494508061,4.691811796106346,4.596984795849754,4.344423038284833,4.057660901915469
Xiaomi Redmi 13x 8/256GB,Xiaomi,314,Смартфони,66,4.681818181818182,4.633939053413913,4.633939053413913,4.4901926216357575,4.272880568510461,3.8171695543163744,3.320364375878574
Xiaomi Redmi 14C 4/128GB,Xiaomi,314,Смартфони,27,4.111111111111111,4.266356565821203,4.266356565821203,4.152517339678412,3.9639194213951896,3.519420346052323,3.0049129870377946
Xiaomi Redmi 15 6/128GB,Xiaomi,314,Смартфони,60,4.65,4.606484482419957,4.606484482419957,4.553609615124603,4.467013881483379,4.230957460909275,3.961379839745608
Xiaomi Redmi 15 8/256GB,Xiaomi,314,Смартфони,51,4.588235294117647,4.556602233712628,4.556602233712628,4.46792279794718,4.328544948186023,3.993001806436057,3.618826424497399
Xiaomi Redmi 15C 4/128GB,Xiaomi,314,Смартфони,84,4.523809523809524,4.514603448015351,4.514603448015351,4.442804671748773,4.330358881614788,4.049258500247766,3.7380193006374354
Xiaomi Redmi 15C 8/256GB,Xiaomi,314,Смартфони,82,4.658536585365853,4.622732927388201,4.622732927388201,4.514685439306203,4.348902079362226,3.9709187600510454,3.555934208203072
Xiaomi Redmi 9A 4/64GB,Xiaomi,314,Смартфони,142,4.352112676056338,4.367399744404916,4.367399744404916,4.270186730229348,4.123652978212355,3.7855220318694123,3.4203053539629265
Xiaomi Redmi A5 3/64GB,Xiaomi,314,Смартфони,66,4.7272727272727275,4.668822774344145,4.668822774344145,4.512446314201208,4.2802109862581945,3.7973317455303937,3.277318578483431
Xiaomi Redmi A5 4/128GB,Xiaomi,314,Смартфони,42,3.9285714285714284,4.105141267638654,4.105141267638654,3.975602801162003,3.811487517439011,3.492081910171887,3.196453045136411
Xiaomi Redmi Note 13R 12/256GB,Xiaomi,314,Смартфони,1,5.0,4.50089326636174,4.50089326636174,4.440893266361741,4.34089326636174,4.17589326636174,4.16089326636174
Xiaomi Redmi Note 14 6/128GB,Xiaomi,314,Смартфони,232,4.612068965517241,4.601264915053955,4.601264915053955,4.518299971317069,4.390683682140747,4.085427626976005,3.7511164388847713
Xiaomi Redmi Note 14 8/256GB,Xiaomi,314,Смартфони,278,4.636690647482014,4.625901874475156,4.625901874475156,4.535691497182674,4.392603311748675,4.046495559731578,3.657782652736583
Xiaomi Redmi Note 14 Pro 8/256GB,Xiaomi,314,Смартфони,178,4.522471910112359,4.517771508048468,4.517771508048468,4.4311276013218155,4.300410723148614,3.99145818314216,3.6586612118967237
Xiaomi Redmi Note 15 6/128GB,Xiaomi,314,Смартфони,3,5.0,4.544293851895501,4.544293851895501,4.364293851895502,4.064293851895501,3.5692938518955013,3.5242938518955014
